JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\obsreference.js:808,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualMaster,/ApiCalls/GetManualMaster,GET,ApiCalls.GetManualMaster,,,GetManualMaster,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:825,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualSections,/ApiCalls/GetManualSections,GET,ApiCalls.GetManualSections,manualId,manualId,GetManualSections,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:842,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualChapters,/ApiCalls/GetManualChapters,GET,ApiCalls.GetManualChapters,"manualId, sectionName","manualId, sectionName",GetManualChapters,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:857,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualIndexGrid,/ApiCalls/GetManualIndexByChapter,GET,ApiCalls.GetManualIndexByChapter,"manualId, sectionName, chapterNo","chapterNo, manualId, sectionName",GetManualIndexByChapter,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:925,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/GetParaReferenceData,GET,ApiCalls.GetParaReferenceData,comId,comId,GetParaReferenceData,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:932,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/SearchReferences,POST,ApiCalls.SearchReferences,"referenceType, keyword","keyword, referenceType",SearchReferences,PKG_FAD.P_SearchReferences,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:968,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/GetReferenceDetail,GET,ApiCalls.GetReferenceDetail,refId,refId,GetReferenceDetail,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:160,AIS\Views\Execution\cau_observation.cshtml:346,div_risksubcategoryShowHide,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:184,AIS\Views\Execution\cau_observation.cshtml:346,div_activityContainerShowHide,/ApiCalls/checklist_details,POST,ApiCalls.checklist_details,S_ID,"S_ID, option",GetAuditChecklistDetails,pkg_ar.P_GetAuditChecklistDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:220,AIS\Views\Execution\cau_observation.cshtml:346,getAuditObservationTemplate,/Execution/audit_observation_template,POST,,,"ACTIVITY_ID, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:246,AIS\Views\Execution\cau_observation.cshtml:346,div_zoneBranchesShowHide,/ApiCalls/GetZoneBranches,POST,ApiCalls.GetZoneBranches,"zone_code, session_check","option, session_check, zone_code",GetBranches,pkg_ad.P_GetBranches,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:342,AIS\Views\Execution\cau_observation.cshtml:346,submitObservationToAuditee,/ApiCalls/save_observations_cau,POST,ApiCalls.save_observations_cau,request,,SaveAuditObservationCAU,pkg_ar.P_SaveAuditObservationCAD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:342,AIS\Views\Execution\cau_observation.cshtml:346,submitObservationToAuditee,/ApiCalls/save_observations_cau,POST,ApiCalls.save_observations_cau,request,,SaveAuditObservationCAU,pkg_ar.P_responibilityassigned,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:408,AIS\Views\Execution\cau_observation.cshtml:346,getMatchedPP,/ApiCalls/get_responsible_by_pp,POST,ApiCalls.get_responsible_by_pp,PP_NO,PP_NO,GetEmployeeNameFromPPNO,pkg_ar.P_get_employees_information,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:447,AIS\Views\Execution\cau_observation.cshtml:346,getLCDetails,/ApiCalls/get_responsible_by_lc,POST,ApiCalls.get_responsible_by_lc,"LC_NO, BR_CODE","BR_CODE, LC_NO",GetLoanCaseDetailsWithBRCode,pkg_ar.P_GET_LC_DETAILS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:93,AIS\Views\Execution\checklist_details.cshtml:402,resetChecklistObservationReference,/ApiCalls/checklist_details,POST,ApiCalls.checklist_details,S_ID,S_ID,GetAuditChecklistDetails,pkg_ar.P_GetAuditChecklistDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:333,AIS\Views\Execution\checklist_details.cshtml:402,saveMemoContent,/ApiCalls/save_observations,POST,ApiCalls.save_observations,request,,SaveAuditObservation,pkg_ar.P_SaveAuditObservation,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:333,AIS\Views\Execution\checklist_details.cshtml:402,saveMemoContent,/ApiCalls/save_observations,POST,ApiCalls.save_observations,request,,SaveAuditObservation,pkg_ar.P_responibilityassigned,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:418,AIS\Views\Execution\checklist_details.cshtml:402,getMatchedPP,/ApiCalls/get_responsible_by_pp,POST,ApiCalls.get_responsible_by_pp,PP_NO,PP_NO,GetEmployeeNameFromPPNO,pkg_ar.P_get_employees_information,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:457,AIS\Views\Execution\checklist_details.cshtml:402,getLCDetails,/ApiCalls/get_responsible_by_lc,POST,ApiCalls.get_responsible_by_lc,"LC_NO, BR_CODE","BR_CODE, LC_NO",GetLoanCaseDetailsWithBRCode,pkg_ar.P_GET_LC_DETAILS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:599,AIS\Views\Execution\checklist_details.cshtml:402,getSubCheckListStatus,/ApiCalls/get_subchecklist_status,POST,ApiCalls.get_subchecklist_status,"ENG_ID, S_ID","ENG_ID, S_ID",GetSubChecklistStatus,pkg_ar.p_getauditeecheckklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:630,AIS\Views\Execution\checklist_details.cshtml:402,ObservationViewerPanel,/ApiCalls/get_observation_text_branches,POST,ApiCalls.get_observation_text_branches,OBS_ID,"ENG_ID, OBS_ID",GetManagedObservationTextForBranches,pkg_ar.P_GetManagedObservationstext,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: eng_id,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_checklist_details.js:630,AIS\Views\Execution\checklist_details.cshtml:402,ObservationViewerPanel,/ApiCalls/get_observation_text_branches,POST,ApiCalls.get_observation_text_branches,OBS_ID,"ENG_ID, OBS_ID",GetManagedObservationTextForBranches,pkg_ar.P_GetManagedObservationsForBranchesText,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: eng_id,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_closing.js:10,AIS\Views\Execution\closing.cshtml:62,,/ApiCalls/closing_draft_report_status,POST,ApiCalls.closing_draft_report_status,ENG_ID,ENG_ID,GetClosingDraftObservations,pkg_ar.p_GetClosingDraftObservations,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_closing.js:32,AIS\Views\Execution\closing.cshtml:62,closeDraftAudit,/ApiCalls/close_draft_audit,POST,ApiCalls.close_draft_audit,ENG_ID,ENG_ID,CloseDraftAuditReport,pkg_ar.P_CloseAudit,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_Concluding_Closing_Audit.js:37,AIS\Views\Execution\Concluding_Closing_Audit.cshtml:132; AIS\Views\ManagementAudit\MA_Partials\_ConcludingClosingAudit.cshtml:124,getaddress,/ApiCalls/get_address,POST,ApiCalls.get_address,ENT_ID,ENT_ID,GetAddress,pkg_rpt.r_getauditeeaddress,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_Concluding_Closing_Audit.js:73,AIS\Views\Execution\Concluding_Closing_Audit.cshtml:132; AIS\Views\ManagementAudit\MA_Partials\_ConcludingClosingAudit.cshtml:124,success,/ApiCalls/GetTeamDetails,POST,ApiCalls.GetTeamDetails,ENG_ID,ENG_ID,GetTeamDetails,pkg_rpt.p_getauditteams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_Concluding_Closing_Audit.js:127,AIS\Views\Execution\Concluding_Closing_Audit.cshtml:132; AIS\Views\ManagementAudit\MA_Partials\_ConcludingClosingAudit.cshtml:124,closeDraftAudit,/ApiCalls/conclude_draft_audit,POST,ApiCalls.conclude_draft_audit,ENG_ID,ENG_ID,ConcludeDraftAuditReport,pkg_hd.P_Audit_Concluding,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_create_dsa.js:19,AIS\Views\Execution\create_dsa.cshtml:64,,/ApiCalls/get_draft_dsa_guidelines,POST,ApiCalls.get_draft_dsa_guidelines,,,GetDraftDSAGuidelines,pkg_ar.P_get_dsa_guidline,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_create_dsa.js:36,AIS\Views\Execution\create_dsa.cshtml:64,success,/ApiCalls/get_observation_responsible_ppnos,POST,ApiCalls.get_observation_responsible_ppnos,"OBS_ID, ENG_ID","ENG_ID, OBS_ID",GetObservationResponsiblePPNOs,pkg_ae.P_GetObservationResponsible,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Execution_create_dsa.js:88,AIS\Views\Execution\create_dsa.cshtml:64,createDSA,/ApiCalls/draft_dsa,POST,ApiCalls.draft_dsa,"OBS_ID, RESP_LIST, GID_LIST, DSA_CONTENT","DSA_CONTENT, GID_LIST, OBS_ID, RESP_LIST",AddDraftDSAGuideline,pkg_ar.P_add_dsa_checkilist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Execution_create_dsa.js:88,AIS\Views\Execution\create_dsa.cshtml:64,createDSA,/ApiCalls/draft_dsa,POST,ApiCalls.draft_dsa,"OBS_ID, RESP_LIST, GID_LIST, DSA_CONTENT","DSA_CONTENT, GID_LIST, OBS_ID, RESP_LIST",DraftDSA,pkg_ar.P_draft_dsa,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:30,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,ViewAuditeeAttachedEvidences,/ApiCalls/get_responded_obs_evidences,POST,ApiCalls.get_responded_obs_evidences,OBS_ID,OBS_ID,GetRespondedObservationEvidences,pkg_ar.P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_by_obs_id,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:85,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,getEntityObservation,/ApiCalls/get_finalized_observations_draft,POST,ApiCalls.get_finalized_observations_draft,"ENG_ID, OBS_ID","ENG_ID, option",GetFinalizedDraftObservations,pkg_hd.P_GetFinalizedDraftObservations,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:115,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,getViolationNatureOfProcess,/Execution/sub_voilation,POST,Execution.sub_voilation,vsg,V_ID,GetVoilationSubGroup,pkg_ar.P_GetVoilationSubGroup,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:163,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,viewObservationDetails,/ApiCalls/get_obs_details_by_id_ho,POST,ApiCalls.get_obs_details_by_id_ho,OBS_ID,OBS_ID,GetObservationDetailsByIdHO,pkg_hd.P_GET_OBSERVATION_DETAILS_FROM_ID_HO,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:189,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,getReportSummary,/ApiCalls/draft_report_summary,POST,ApiCalls.draft_report_summary,ENG_ID,"ENG_ID, option",CreateAuditReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
